GEOID,LAT,LONG,COUNTRY
02467,42.314321,-71.152778,US
02468,42.329175,-71.231583,US
02472,42.369451,-71.177925,US
02474,42.420949,-71.15637,US
02476,42.41648,-71.173487,US
02478,42.395317,-71.180284,US
02481,42.310514,-71.277769,US
02482,42.293274,-71.296442,US
02492,42.276483,-71.243714,US
02493,42.360502,-71.303433,US
02494,42.299563,-71.231215,US
02532,41.749522,-70.594928,US
02534,41.669004,-70.61528,US
02535,41.337961,-70.761674,US
02536,41.596295,-70.567471,US
02537,41.728421,-70.43581,US
02538,41.777378,-70.642447,US
02539,41.377655,-70.52208,US
02540,41.569466,-70.627202,US
02542,41.707839,-70.54552,US
02543,41.472422,-70.785049,US
02553,41.713138,-70.622283,US
02554,41.290114,-70.096294,US
02556,41.639447,-70.624515,US
02557,41.446403,-70.561761,US
02558,41.746275,-70.651689,US
02559,41.690243,-70.616283,US
02561,41.767811,-70.532854,US
02562,41.787984,-70.527592,US
02563,41.751133,-70.502518,US
02564,41.27188,-69.984526,US
02568,41.449404,-70.61636,US
02571,41.75143,-70.699352,US
02575,41.394406,-70.656447,US
02576,41.772221,-70.762948,US
02584,41.257578,-70.005294,US
02601,41.661161,-70.293197,US
02630,41.706756,-70.312489,US
02631,41.747513,-70.066223,US
02632,41.659097,-70.346877,US
02633,41.687361,-69.98016,US
02635,41.624054,-70.439397,US
02637,41.705726,-70.270928,US
02638,41.730245,-70.197392,US
02639,41.668067,-70.136979,US
02641,41.753951,-70.155393,US
02642,41.8416,-69.974973,US
02643,41.75354,-69.934661,US
02644,41.683488,-70.510786,US
02645,41.701286,-70.061663,US
02646,41.670596,-70.071449,US
02647,41.630127,-70.310144,US
02648,41.670375,-70.412035,US
02649,41.617623,-70.492713,US
02650,41.701947,-69.961453,US
02652,42.049534,-70.094987,US
02653,41.769125,-69.97358,US
02655,41.627984,-70.392013,US
02657,42.059829,-70.200407,US
02659,41.681474,-70.023529,US
02660,41.708526,-70.156582,US
02663,41.89754,-69.969907,US
02664,41.674776,-70.194279,US
02666,41.985387,-70.037739,US
02667,41.923389,-70.021044,US
02668,41.714328,-70.356,US
02670,41.660103,-70.170681,US
02671,41.670336,-70.111068,US
02672,41.6357,-70.313634,US
02673,41.652948,-70.247383,US
02675,41.70395,-70.231552,US
02702,41.785113,-71.059047,US
02703,41.931653,-71.294503,US
02713,41.427083,-70.885662,US
02715,41.805594,-71.157707,US
02717,41.758629,-70.987625,US
02718,41.862486,-71.01169,US
02719,41.633667,-70.871362,US
02720,41.727137,-71.109858,US
02721,41.674429,-71.148532,US
02723,41.692208,-71.132132,US
02724,41.683068,-71.177888,US
02725,41.720043,-71.188272,US
02726,41.7597,-71.144592,US
02738,41.706162,-70.750164,US
02739,41.665644,-70.815876,US
02740,41.638171,-70.938398,US
02743,41.709599,-70.898111,US
02744,41.606252,-70.913632,US
02745,41.702696,-70.947057,US
02746,41.663913,-70.94757,US
02747,41.658,-71.01346,US
02748,41.553084,-70.971453,US
02760,41.972567,-71.334375,US
02762,42.012838,-71.336188,US
02763,41.966866,-71.308574,US
02764,41.851929,-71.153598,US
02766,41.965341,-71.18178,US
02767,41.940996,-71.048499,US
02769,41.846878,-71.24487,US
02770,41.760864,-70.838956,US
02771,41.839798,-71.318047,US
02777,41.758163,-71.214181,US
02779,41.838061,-71.077615,US
02780,41.909112,-71.118346,US
02790,41.599176,-71.082371,US
02791,41.530554,-71.084996,US
02802,41.95213,-71.456233,US
02804,41.433033,-71.770061,US
02806,41.733037,-71.319676,US
02807,41.176783,-71.577054,US
02808,41.410654,-71.73851,US
02809,41.67573,-71.273331,US
02812,41.477712,-71.658167,US
02813,41.394216,-71.669822,US
02814,41.895784,-71.705238,US
02815,41.778591,-71.66239,US
02816,41.696499,-71.622662,US
02817,41.628605,-71.658874,US
02818,41.642919,-71.485719,US
02822,41.575313,-71.587124,US
02823,41.733362,-71.543668,US
02824,41.999441,-71.562125,US
02825,41.782067,-71.726833,US
02826,41.987043,-71.648018,US
02827,41.698748,-71.739118,US
02828,41.877692,-71.560911,US
02829,41.893373,-71.589036,US
02830,41.975622,-71.656388,US
02831,41.746418,-71.584915,US
02832,41.506767,-71.728006,US
02833,41.485769,-71.785311,US
02835,41.510088,-71.378366,US
02836,41.454039,-71.620233,US
02837,41.518769,-71.167247,US
02838,41.965413,-71.479359,US
02839,41.945128,-71.642556,US
02840,41.476681,-71.319627,US
02841,41.507459,-71.330024,US
02842,41.517086,-71.273419,US
02852,41.588565,-71.459811,US
02857,41.822761,-71.633605,US
02858,41.964154,-71.650109,US
02859,41.959073,-71.757323,US
02860,41.870562,-71.388681,US
02861,41.878603,-71.353131,US
02863,41.890064,-71.393481,US
02864,41.96746,-71.420572,US
02865,41.915455,-71.449815,US
02871,41.586609,-71.259211,US
02872,41.596965,-71.320932,US
02873,41.533129,-71.780545,US
02874,41.509056,-71.474417,US
02875,41.45937,-71.637829,US
02876,41.997213,-71.584405,US
02878,41.606983,-71.182634,US
02879,41.428836,-71.538376,US
02881,41.482429,-71.52651,US
02882,41.417088,-71.47227,US
02885,41.726404,-71.259027,US
02886,41.701615,-71.455217,US
02888,41.748233,-71.407942,US
02889,41.701286,-71.377971,US
02891,41.357774,-71.789616,US
02892,41.499451,-71.601574,US
02893,41.679601,-71.521114,US
02894,41.44425,-71.699304,US
02895,42.001708,-71.499947,US
02896,41.975186,-71.544069,US
02898,41.51764,-71.668521,US
02903,41.819233,-71.410245,US
02904,41.858334,-71.436294,US
02905,41.785273,-71.396227,US
02906,41.839468,-71.389175,US
02907,41.798593,-71.42463,US
02908,41.839025,-71.43925,US
02909,41.818122,-71.451776,US
02910,41.774999,-71.435594,US
02911,41.854888,-71.472812,US
02912,41.825524,-71.403275,US
02914,41.813577,-71.366468,US
02915,41.772177,-71.354407,US
02916,41.842661,-71.352438,US
02917,41.906288,-71.523811,US
02918,41.843839,-71.435018,US
02919,41.82744,-71.519879,US
02920,41.767344,-71.465508,US
02921,41.762906,-71.514814,US
03031,42.874824,-71.600533,US
03032,42.993501,-71.363966,US
03033,42.749263,-71.67567,US
03034,43.056895,-71.340635,US
03036,42.98453,-71.255104,US
03037,43.136321,-71.255077,US
03038,42.892761,-71.276763,US
03042,43.051027,-71.088254,US
03043,42.994135,-71.816098,US
03044,43.000369,-71.119162,US
03045,43.021515,-71.563462,US
03046,43.112473,-71.607479,US
03047,42.93874,-71.879424,US
03048,42.742874,-71.761755,US
03049,42.749624,-71.585402,US
03051,42.760497,-71.409393,US
03052,42.846081,-71.468283,US
03053,42.868588,-71.387247,US
03054,42.852034,-71.519876,US
03055,42.818645,-71.673354,US
03057,42.908885,-71.694199,US
03060,42.741087,-71.458266,US
03062,42.722323,-71.501176,US
03063,42.7821,-71.518366,US
03064,42.77938,-71.47492,US
03070,42.976408,-71.686737,US
03071,42.746257,-71.874434,US
03076,42.730992,-71.337075,US
03077,43.032583,-71.203144,US
03079,42.788267,-71.221725,US
03082,42.896409,-71.768331,US
03084,42.826723,-71.875416,US
03086,42.832231,-71.759615,US
03087,42.811092,-71.302688,US
03101,42.989027,-71.466111,US
03102,43.011907,-71.491063,US
03103,42.956116,-71.442385,US
03104,43.009552,-71.439782,US
03106,43.081242,-71.446616,US
03109,42.963734,-71.40035,US
03110,42.935584,-71.536871,US
03215,44.069466,-71.420016,US
03216,43.450724,-71.7906,US
03217,43.725967,-71.642579,US
03218,43.336884,-71.273836,US
03220,43.474455,-71.482208,US
03221,43.258129,-71.960236,US
03222,43.643715,-71.799277,US
03223,43.85544,-71.685492,US
03224,43.350746,-71.547517,US
03225,43.363816,-71.24173,US
03226,43.702775,-71.510443,US
03227,43.817193,-71.460578,US
03229,43.202191,-71.696789,US
03230,43.52812,-71.864467,US
03231,43.450897,-71.754096,US
03233,43.424004,-71.931192,US
03234,43.204812,-71.348563,US
03235,43.448973,-71.674166,US
03237,43.431581,-71.387657,US
03238,43.98164,-71.887014,US
03240,43.574691,-71.951919,US
03241,43.707854,-71.814686,US
03242,43.169407,-71.831201,US
03243,43.528306,-71.769192,US
03244,43.119926,-71.921889,US
03245,43.761761,-71.582529,US
03246,43.576535,-71.482263,US
03249,43.519499,-71.375838,US
03251,44.09469,-71.631382,US
03253,43.631211,-71.498585,US
03254,43.71695,-71.365972,US
03255,43.314026,-72.024551,US
03256,43.623436,-71.632547,US
03257,43.417721,-71.990609,US
03258,43.265259,-71.408835,US
03259,43.878172,-71.499151,US
03260,43.368032,-71.917724,US
03261,43.211856,-71.223393,US
03262,43.999889,-71.714447,US
03263,43.288501,-71.309368,US
03264,43.738775,-71.702625,US
03266,43.782873,-71.884739,US
03268,43.386099,-71.772917,US
03269,43.529459,-71.600507,US
03273,43.301982,-71.926953,US
03275,43.170019,-71.420707,US
03276,43.431031,-71.575998,US
03278,43.30893,-71.835506,US
03279,43.965803,-71.859117,US
03280,43.190051,-72.093871,US
03281,43.078287,-71.703508,US
03282,43.858721,-71.923718,US
03284,43.472936,-72.013121,US
03285,43.947877,-71.635785,US
03287,43.443284,-71.922446,US
03290,43.129847,-71.131859,US
03291,43.179773,-71.14197,US
03293,43.979296,-71.672741,US
03301,43.238596,-71.556261,US
03303,43.311717,-71.665381,US
03304,43.133177,-71.537242,US
03307,43.333988,-71.446658,US
03431,42.969069,-72.301965,US
03440,43.063603,-71.978209,US
03441,42.780686,-72.447028,US
03442,43.020284,-71.903705,US
03443,42.869403,-72.466172,US
03444,42.889279,-72.069849,US
03445,43.020616,-72.214374,US
03446,42.858271,-72.29636,US
03447,42.753205,-72.153028,US
